numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2019,6,2019-06-17 00:00:00+00:00,HUGO MOTTA,PRB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,32216743000190,POSTO DE COMBUSTIVEIS 309 SUL LTDA,230.00,0.00,230.00
2019,6,2019-06-17 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,7.61,0.00,7.61
2019,6,2019-06-17 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,09133307000135,CASSINO DA LAGOA LTDA ME,69.00,0.00,69.00
2019,5,2019-06-17 00:00:00+00:00,HUGO MOTTA,PRB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,14055392000109,Wandecy de Medeiros Silva,300.00,0.00,300.00
2019,5,2019-06-17 00:00:00+00:00,HUGO MOTTA,PRB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,13193071000108,ROBERTO CLEBIO MESSIAS LEITAO FILHO - ME,2700.00,0.00,2700.00
2019,6,2019-06-16 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,31001082000112,POSTO DE COMBUSTIVEIS CARIRI EXPRESSO BR,244.11,0.00,244.11
2019,6,2019-06-16 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,09307232000161,POSTO DE COMBUSTIVEL SHOPPING LTDA,123.63,0.00,123.63
2019,6,2019-06-16 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,41.32,0.00,41.32
2019,6,2019-06-16 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,11661993000169,AUTO POSTO DE COMBUSTIVEIS MONSENHOR MAGNO,50.00,0.00,50.00
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,17494301000111,EF2 RESTAURANTE LTDA ME,41.90,0.00,41.90
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08848483000190,COMÉRCIO DE COMB. E LUB. VILHENA LTDA.,215.00,0.00,215.00
2019,6,2019-06-15 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***64021***,EDUARDO CAVALCANTI BRINDEIRO,2000.00,0.00,2000.00
2019,6,2019-06-15 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,22013298000107,COMERCIAL DE COMBUSTIVEIS EXPRESSO LTDA,212.02,0.00,212.02
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,5.00,0.00,5.00
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,5.57,0.00,5.57
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,TELEFONIA,33000118001221,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,70.00,0.00,70.00
2019,6,2019-06-15 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,26010503000212,GUIDA COZINHA E BAR,165.81,3.10,162.71
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09123654000187,COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,128.54,0.00,128.54
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,25.51,0.00,25.51
2019,6,2019-06-15 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08202116000115,AUTO POSTO AEROPORTO LTDA,114.09,0.00,114.09
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,18.48,0.00,18.48
2019,6,2019-06-15 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,31001082000112,POSTO DE COMBUSTIVEIS CARIRI EXPRESSO BR,100.00,0.00,100.00
2019,6,2019-06-15 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,5.00,0.00,5.00
2019,6,2019-06-14 15:41:02+00:00,EDNA HENRIQUE,PSDB,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,2.70,0.00,2.70
2019,6,2019-06-14 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,11661993000169,AUTO POSTO DE COMBUSTIVEIS MONSENHOR MAGNO,100.00,0.00,100.00
2019,6,2019-06-14 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,70098470000700,W. A. BARRETO &CIA LTDA,205.82,0.00,205.82
2019,6,2019-06-14 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597000288,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2019,6,2019-06-14 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597001411,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,220.00,0.00,220.00
2019,6,2019-06-14 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",27963300000122,NOGUEIRA FORMIGA ADVOGADOS ASSOCIADOS,20000.00,0.00,20000.00
2019,6,2019-06-14 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,PASSAGENS AÉREAS,02012862000160,TAM LINHAS AEREAS S/A.,1902.98,0.00,1902.98
2019,6,2019-06-14 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19908517000101,GLOBO MÍDIA PORTAL DE NOTICIAS E COMUNICAÇÃO LTDA,1700.00,0.00,1700.00
2019,6,2019-06-14 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00464044000172,COMERCIAL DE COMBUSTIVEIS JC LTDA,236.90,0.00,236.90
2019,5,2019-06-14 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,24032577000143,FRANCISCO DE ASSIS SOARES DO REGO,1300.00,0.00,1300.00
2019,6,2019-06-13 00:00:00+00:00,EFRAIM FILHO,DEM,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,13345728000105,EMIDIO SOUTO PEREIRA - EPP,225.00,0.00,225.00
2019,6,2019-06-13 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,13051274000151,ESPIGÃO BAR E RESTAURANTE,65.90,0.00,65.90
2019,6,2019-06-13 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,26991067000129,CRUZEIRO COMBUSTIVEIS E SERVICOS S/A,167.93,0.00,167.93
2019,6,2019-06-13 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08131708000193,AUTO POSTO CABRAL COMBUSTIVEIS LTDA,250.00,0.00,250.00
2019,6,2019-06-13 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.63,0.00,8.63
2019,6,2019-06-13 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00320523000115,ANTONIO VENANCIO DA SILVA EMP. IMOB. LTDA,2.20,0.00,2.20
2019,6,2019-06-13 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",05560288000172,EPC - EMPRESA PARAIBANA PRESTADORA DE SERVICOS COMBINADOS A CONVENIOS LTDA,1000.00,0.00,1000.00
2019,6,2019-06-13 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,31180570000134,Lucas Paulino de Sousa Nogueira,411.00,0.00,411.00
2019,6,2019-06-13 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,25.30,0.00,25.30
2019,6,2019-06-12 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,06293662000183,AUTO POSTO INDEPENDENCIA LTDA,100.00,0.00,100.00
2019,6,2019-06-12 00:00:00+00:00,HUGO MOTTA,PRB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,04711846000190,FLAMINGOCOMBUSTIVEIS E LUBRIFICANTES LTDA,250.00,0.00,250.00
2019,6,2019-06-12 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,31001082000112,POSTO DE COMBUSTIVEIS CARIRI EXPRESSO BR,250.09,0.00,250.09
2019,6,2019-06-12 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,13.88,0.00,13.88
2019,6,2019-06-12 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,7.98,0.00,7.98
2019,6,2019-06-12 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI,37.73,0.00,37.73
2019,6,2019-06-12 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597001411,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2019,6,2019-06-11 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,01875781000120,ELO COMERCIO E SERVICOS LTDA,100.00,0.00,100.00
2019,6,2019-06-11 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.12,0.00,8.12
2019,6,2019-06-11 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28800786000140,GP COBERTURA JORNALISTICA LTDA ME,1500.00,0.00,1500.00
2019,6,2019-06-11 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08202116000115,AUTO POSTO AEROPORTO LTDA,191.48,0.00,191.48
2019,6,2019-06-11 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28800786000140,GP COBERTURA JORNALISTICA LTDA ME,7500.00,0.00,7500.00
2019,6,2019-06-11 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,09044455000183,AUTOPOSTO DE COMBUSTIVEIS BOM DE PRECO LTDA,150.00,0.00,150.00
2019,6,2019-06-11 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.46,0.00,8.46
2019,6,2019-06-11 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08884038000186,FRATELLI POSTO DE COMBUSTIVEIS LTDA,220.00,0.00,220.00
2019,6,2019-06-11 00:00:00+00:00,EFRAIM FILHO,DEM,PB,COMBUSTÍVEIS E LUBRIFICANTES.,06071706000120,PETRONORTE COMBUSTIVEIS LTDA,100.00,0.00,100.00
2019,6,2019-06-11 00:00:00+00:00,PEDRO CUNHA LIMA,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,45543915032547,CARREFOUR COM. E IND. LTDA,198.06,0.00,198.06
2019,6,2019-06-11 00:00:00+00:00,PEDRO CUNHA LIMA,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28800786000140,GP COBERTURA JORNALISTICA LTDA ME,2500.00,0.00,2500.00
2019,6,2019-06-11 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.11,0.00,8.11
2019,6,2019-06-11 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,02069293000199,trattoria 101 com de alimentos ltda,131.10,0.00,131.10
2019,6,2019-06-11 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.48,0.00,8.48
2019,6,2019-06-11 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,14.50,0.00,14.50
2019,6,2019-06-11 00:00:00+00:00,EFRAIM FILHO,DEM,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597007614,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2019,6,2019-06-11 00:00:00+00:00,HUGO MOTTA,PRB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28800786000140,GP COBERTURA JORNALISTICA LTDA ME,8000.00,0.00,8000.00
2019,6,2019-06-11 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597001411,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,220.00,0.00,220.00
2019,5,2019-06-11 00:00:00+00:00,HUGO MOTTA,PRB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,20174243000153,GUIA SERVIÇOS DE COMUNICAÇÃO LTDA - ME,3680.00,0.00,3680.00
2019,6,2019-06-10 12:30:48+00:00,WELLINGTON ROBERTO,PL,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,88.00,0.00,88.00
2019,6,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,17.81,0.00,17.81
2019,6,2019-06-10 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,11372084000534,POSTO ALTERNATIVA DE COMBUSTIVEL E SERVICO LTDA,220.02,0.00,220.02
2019,6,2019-06-10 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,22078320000520,SEMEAR ESPACO GOURMET LTDA ME,43.92,0.00,43.92
2019,6,2019-06-10 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,05454390000193,GOES COMBUSTIVEIS LUBRIRICANTES E GLP LTDA,177.22,0.00,177.22
2019,6,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,26512539000113,CHAO DE ESTRELAS RESTAURANTE E PIZZARIA EIRELI,39.90,0.00,39.90
2019,6,2019-06-10 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,26470710000179,POSTO 99 COMERCIAL DE COMBUSTIVEIS LTDA,280.01,0.00,280.01
2019,6,2019-06-10 00:00:00+00:00,HUGO MOTTA,PRB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00097626000400,BRASAL COMBUSTIVEIS LTDA,270.08,0.00,270.08
2019,6,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,07656688000101,GRAFTEC,100.00,0.00,100.00
2019,6,2019-06-10 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,02214932000162,NOVITTA RENT A CAR TRANSPORTE LTDA ME,5200.00,0.00,5200.00
2019,6,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,01857272000175,VASCO DA GAMA REVENDEDORA DE COMBUSTIVEIS LTDA,30.00,0.00,30.00
2019,6,2019-06-10 00:00:00+00:00,HUGO MOTTA,PRB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,84010040000708,PIONEIRO COMBUSTIVEIS LTDA,3331.95,0.00,3331.95
2019,6,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,26.18,0.00,26.18
2019,6,2019-06-10 00:00:00+00:00,JULIAN LEMOS,PSL,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,31180570000134,LUCAS PAULINO DE SOUSA NOGUEIRA 05629981102,12000.00,0.00,12000.00
2019,6,2019-06-10 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",31024314000158,Vou de Taxi,37.00,0.00,37.00
2019,6,2019-06-10 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08735891000136,POSTO MONUMENTO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,230.03,0.00,230.03
2019,5,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,03589586000160,ART & VIDEO PRODUCOES E STUDIO FOTOGRAFICO LTDA - ME,9500.00,0.00,9500.00
2019,5,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,TELEFONIA,02558157002610,VIVO,509.97,0.00,509.97
2019,5,2019-06-10 00:00:00+00:00,HUGO MOTTA,PRB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,29635485000171,Vicente de paula Conserva Junior,1000.00,0.00,1000.00
2019,5,2019-06-10 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,06346446000159,SITECNET INFORMÁTICA LTDA,249.00,0.00,249.00
2019,6,2019-06-09 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,TELEFONIA,40432544044004,CLARO S/A.,792.19,198.87,593.32
2019,6,2019-06-09 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,26991067000129,CRUZEIRO COMBUSTIVEIS E SERVICOS S/A,120.44,0.00,120.44
2019,6,2019-06-09 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08847410000184,COMERCIAL DE COMBUSTIVEIS CAJA LTDA,166.00,0.00,166.00
2019,6,2019-06-09 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08848483000190,COMÉRCIO DE COMB. E LUB. VILHENA LTDA.,238.00,0.00,238.00
2019,6,2019-06-09 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006995,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,200.00,0.00,200.00
2019,6,2019-06-09 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08847410000265,COMERCIAL DE COMBUSTVEIS CAJA LTDA,280.00,0.00,280.00
2019,6,2019-06-09 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,07193050000262,CONSTRUCIPE COMERCIO CONSTRUCOES E INCORPORACOES LTDA,194.59,0.00,194.59
2019,6,2019-06-08 00:00:00+00:00,PEDRO CUNHA LIMA,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,06099708000470,A SOUZA FECHINE E CIA LTDA,291.58,0.00,291.58
2019,6,2019-06-08 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1105.40,0.00,-1105.40
2019,6,2019-06-07 15:33:16+00:00,EDNA HENRIQUE,PSDB,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,5.40,0.00,5.40
2019,6,2019-06-07 13:08:04+00:00,JULIAN LEMOS,PSL,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,393.48,0.00,393.48
2019,6,2019-06-07 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1503.04,0.00,-1503.04
2019,6,2019-06-07 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1779.89,0.00,1779.89
2019,6,2019-06-07 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1765.39,0.00,1765.39
2019,6,2019-06-07 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,09379116000310,FECHINE SILVA &amp; CIA LTDA,200.00,0.00,200.00
2019,6,2019-06-07 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,TELEFONIA,02421421002912,INTELIG TELECOM,758.17,0.00,758.17
2019,6,2019-06-07 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,09379116000310,FECHINE SILVA &amp; CIA LTDA,250.00,0.00,250.00
2019,6,2019-06-07 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08847410000184,COMERCIAL DE COMBUSTIVEIS CAJA LTDA,245.02,0.00,245.02
2019,6,2019-06-07 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,08718975000161,SEVERINO ALEXANDRE DE SOUZA SOBRINHO,73.63,0.00,73.63
2019,6,2019-06-07 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,27623593000107,Churrascaria O Ribeirao,64.00,0.00,64.00
2019,6,2019-06-07 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,27623593000107,Churrascaria O Ribeirao,37.00,0.00,37.00
2019,6,2019-06-07 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,TELEFONIA,02421421001606,TIM SA,102.25,0.00,102.25
2019,6,2019-06-07 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09095183000140,Energisa Paraíba Distribuidora de Energia S.A.,212.38,0.00,212.38
2019,6,2019-06-07 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,02265372000175,ELLITE COMERCIO E SERVICOS GRAFICOS LTDA - ME,27000.00,0.00,27000.00
2019,6,2019-06-07 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,10851582000416,A. S. DE CASTRO E CIA LTDA,100.00,0.00,100.00
2019,5,2019-06-07 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***89800***,RICARDO JOSÉ DA COSTA DE MACEDO,4200.00,0.00,4200.00
2019,5,2019-06-07 00:00:00+00:00,EFRAIM FILHO,DEM,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,03607961000157,WSCOM COMUNICAÇÕES LTDA,1250.00,0.00,1250.00
2019,5,2019-06-07 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,TELEFONIA,05423963000979,OI MOVEL S.A. - EM RECUPERACAO JUDICIAL,342.26,0.00,342.26
2019,6,2019-06-06 15:42:50+00:00,HUGO MOTTA,PRB,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10 COM AR,72.05,0.00,72.05
2019,6,2019-06-06 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1678.59,0.00,-1678.59
2019,6,2019-06-06 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,25.29,0.00,25.29
2019,6,2019-06-06 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.41,0.00,11.41
2019,6,2019-06-06 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,16.00,0.00,16.00
